name,Yr,school,position,PA,wOBA,wRC,wRAA,OPS,OBP,SLG,BA,ISO,BABIP,K%,BB%,HR%
Matt Whatley,Jr,Oral Roberts,C,274,0.443,62.266,23.084,0.969,0.46,0.509,0.302,0.207,0.321,0.15,0.182,0.04
Scott Hurst,Jr,Cal St. Fullerton,OF,293,0.443,66.584,24.685,0.991,0.416,0.575,0.328,0.247,0.342,0.123,0.119,0.041
Hunter Williams,Sr,Tulane,INF,262,0.443,59.539,22.073,0.994,0.42,0.574,0.357,0.217,0.398,0.164,0.069,0.042
Hayden Platt,Jr,Elon,C,152,0.443,34.542,12.806,0.985,0.428,0.557,0.311,0.246,0.383,0.237,0.118,0.046
Anthony Paulsen,Sr,Winthrop,OF,265,0.443,60.221,22.326,0.95,0.457,0.493,0.341,0.152,0.381,0.128,0.147,0.019
Nick Madrigal,So,Oregon St.,INF,279,0.443,63.402,23.505,0.984,0.452,0.532,0.38,0.152,0.389,0.057,0.097,0.014
Brent Sakurai,Sr,New Mexico St.,INF,261,0.443,59.312,21.989,0.992,0.421,0.571,0.377,0.194,0.413,0.107,0.08,0.015
Dean Lockery,Jr,Central Conn. St.,INF,279,0.442,63.147,23.25,0.935,0.462,0.473,0.33,0.143,0.351,0.065,0.186,0.007
Riley Adams,Jr,San Diego,C,250,0.442,56.583,20.833,0.988,0.424,0.564,0.312,0.252,0.365,0.228,0.132,0.052
Matt Duce,Jr,DBU,C,264,0.442,59.752,22.0,0.982,0.428,0.554,0.333,0.221,0.349,0.117,0.117,0.034
Hunter Strong,So,Central Ark.,OF,281,0.442,63.6,23.417,0.97,0.456,0.514,0.351,0.163,0.392,0.121,0.103,0.014
Liam Mcgill,Fr,Columbia,C,164,0.442,37.119,13.667,0.936,0.47,0.466,0.338,0.128,0.427,0.207,0.152,0.024
Tj Alas,Sr,Northern Ky.,OF,272,0.442,61.563,22.667,0.995,0.408,0.587,0.331,0.256,0.379,0.199,0.099,0.051
Jeff Hahs,Jr,Campbell,OF,235,0.442,53.188,19.583,0.986,0.434,0.552,0.312,0.24,0.333,0.157,0.136,0.043
Riley Mahan,Jr,Kentucky,INF,296,0.442,66.995,24.667,1.02,0.402,0.618,0.336,0.282,0.371,0.189,0.074,0.051
Mason Fishback,Jr,New Mexico St.,C,235,0.442,53.188,19.583,0.99,0.426,0.564,0.365,0.199,0.426,0.187,0.047,0.034
Trey Kamachi,Sr,Dixie St.,OF,250,0.441,56.354,20.604,0.965,0.448,0.517,0.393,0.124,0.432,0.112,0.108,0.012
Chris Erwin,Sr,Kennesaw St.,P,177,0.441,39.899,14.588,0.951,0.441,0.51,0.342,0.168,0.414,0.175,0.13,0.017
Ryan Costello,Jr,Central Conn. St.,INF,264,0.441,59.51,21.758,0.971,0.439,0.532,0.296,0.236,0.322,0.144,0.17,0.034
Marshawn Taylor,Jr,Grambling,INF,246,0.44,55.227,20.049,0.938,0.467,0.471,0.402,0.069,0.436,0.081,0.118,0.0
Jared Barnes,Jr,South Alabama,C,213,0.44,47.819,17.36,1.013,0.408,0.605,0.32,0.285,0.321,0.155,0.127,0.061
Austin Botello,Sr,New Mexico St.,OF,272,0.439,60.815,21.919,0.962,0.438,0.524,0.345,0.179,0.399,0.162,0.121,0.022
Hunter Hargrove,Sr,Texas Tech,INF,281,0.439,62.828,22.645,0.966,0.431,0.535,0.343,0.192,0.366,0.089,0.103,0.018
Sean Ullrich,Sr,Louisiana Tech,OF,236,0.439,52.766,19.018,0.939,0.449,0.49,0.344,0.146,0.43,0.178,0.114,0.008
Marc Sredojevic,Sr,Brown,INF,158,0.439,35.327,12.733,0.946,0.462,0.484,0.339,0.145,0.371,0.12,0.158,0.019
Gustavo Rios,Jr,Alabama St.,INF,231,0.439,51.648,18.615,0.985,0.411,0.574,0.332,0.242,0.35,0.139,0.091,0.043
Steele Walker,So,Oklahoma,OF,251,0.439,56.12,20.227,0.975,0.434,0.541,0.333,0.208,0.375,0.155,0.1,0.032
Carter Grote,Sr,Furman,OF,293,0.439,65.511,23.612,0.964,0.43,0.534,0.332,0.202,0.347,0.099,0.102,0.027
Chris Cook,Jr,ETSU,INF,299,0.439,66.852,24.095,0.975,0.425,0.55,0.35,0.2,0.384,0.137,0.094,0.033
Andrew Moritz,So,UNC Greensboro,OF,274,0.439,61.263,22.081,0.957,0.445,0.512,0.392,0.12,0.419,0.08,0.088,0.011
Kevin Markham,Sr,UTSA,OF,258,0.438,57.449,20.555,0.964,0.411,0.553,0.338,0.215,0.388,0.143,0.089,0.016
Cody Brown,Sr,Mississippi St.,OF,267,0.437,59.208,21.027,0.973,0.434,0.539,0.323,0.216,0.372,0.172,0.15,0.034
Braxton Morris,Jr,Morehead St.,INF,262,0.437,58.1,20.634,0.948,0.435,0.513,0.363,0.15,0.401,0.126,0.057,0.019
Blake Graham,Sr,Missouri St.,OF,195,0.437,43.242,15.357,0.969,0.426,0.543,0.309,0.234,0.383,0.241,0.138,0.046
Lex Kaplan,Sr,Tulane,OF,237,0.437,52.556,18.665,0.968,0.426,0.542,0.302,0.24,0.348,0.186,0.143,0.038
Alex Robles,Sr,Austin Peay,INF,255,0.437,56.547,20.082,0.978,0.427,0.551,0.347,0.204,0.366,0.125,0.078,0.039
T.J. Nichting,Sr,Charlotte,INF,264,0.436,58.301,20.549,0.984,0.455,0.529,0.373,0.156,0.386,0.083,0.064,0.019
Hunter Slater,So,Southern Miss.,OF,279,0.436,61.614,21.717,0.929,0.452,0.477,0.312,0.165,0.405,0.219,0.161,0.014
Drew Mclaughlin,Sr,Dixie St.,INF,225,0.436,49.689,17.514,0.96,0.444,0.516,0.389,0.127,0.442,0.116,0.093,0.004
Joseph Curcio,Fr,LIU,OF,180,0.436,39.751,14.011,0.924,0.45,0.474,0.299,0.175,0.437,0.272,0.189,0.017
Jordan Washam,Sr,Louisiana Tech,INF,256,0.436,56.535,19.927,0.984,0.41,0.574,0.35,0.224,0.375,0.121,0.055,0.035
Michael Sciorra,Jr,James Madison,OF,150,0.436,33.126,11.676,0.964,0.427,0.537,0.322,0.215,0.391,0.193,0.12,0.033
Chase Chambers,Jr,Tennessee Tech,INF,288,0.436,63.602,22.418,0.981,0.399,0.582,0.299,0.283,0.297,0.149,0.101,0.062
Austen Wade,Jr,TCU,OF,298,0.436,65.81,23.196,0.932,0.446,0.486,0.332,0.154,0.407,0.185,0.164,0.017
Brian Mayer,Sr,Delaware,C,163,0.436,35.997,12.688,1.022,0.374,0.648,0.324,0.324,0.402,0.276,0.061,0.067
Tom Stoffel,Jr,Virginia Tech,OF,251,0.436,55.431,19.538,0.973,0.41,0.563,0.342,0.221,0.36,0.104,0.056,0.032
Dylan Busby,Jr,Florida St.,INF,291,0.436,64.264,22.651,0.992,0.395,0.597,0.315,0.282,0.366,0.22,0.082,0.052
Dane Myers,Jr,Rice,INF,280,0.435,61.578,21.538,0.963,0.418,0.545,0.358,0.187,0.435,0.193,0.086,0.029
Jc Escarra,Jr,FIU,C,223,0.435,49.043,17.154,0.994,0.395,0.599,0.305,0.294,0.307,0.166,0.067,0.067
Tate Blackman,Jr,Ole Miss,INF,244,0.435,53.661,18.769,0.955,0.43,0.525,0.302,0.223,0.351,0.189,0.139,0.037
Collin Thacker,Sr,Gardner-Webb,C,241,0.435,53.001,18.538,0.968,0.423,0.545,0.357,0.188,0.368,0.095,0.071,0.037
Chandler Bengston,So,Columbia,INF,136,0.435,29.91,10.462,0.993,0.39,0.603,0.302,0.301,0.394,0.316,0.125,0.066
Dominic Dicaprio,So,Rice,C,276,0.434,60.446,20.978,0.946,0.438,0.508,0.366,0.142,0.415,0.145,0.098,0.022
Bobby Campbell,Sr,George Washington,INF,253,0.434,55.409,19.23,0.955,0.423,0.532,0.355,0.177,0.347,0.055,0.103,0.032
Reid Russell,Sr,Lamar University,INF,271,0.434,59.351,20.598,0.954,0.443,0.511,0.317,0.194,0.349,0.166,0.151,0.037
Sammy Taormina,Sr,Liberty,INF,259,0.434,56.723,19.686,0.966,0.432,0.534,0.311,0.223,0.362,0.205,0.151,0.039
Alex Mauricio,Jr,Norfolk St.,INF,166,0.434,36.355,12.617,0.95,0.422,0.528,0.345,0.183,0.403,0.139,0.114,0.006
Rhett Aplin,Jr,Florida St.,P,177,0.434,38.764,13.453,0.959,0.435,0.524,0.322,0.202,0.367,0.169,0.141,0.034
Cayce Bredlau,Jr,Austin Peay,OF,215,0.434,47.087,16.342,0.97,0.419,0.551,0.287,0.264,0.307,0.153,0.158,0.042
Joe Dunand,Jr,NC State,INF,240,0.434,52.562,18.242,1.011,0.379,0.632,0.287,0.345,0.28,0.188,0.079,0.075
Grant Brown,Jr,Tulane,OF,152,0.434,33.289,11.553,0.975,0.408,0.567,0.315,0.252,0.434,0.309,0.132,0.046
Brett Hash,Sr,Wofford,INF,260,0.434,56.942,19.762,0.966,0.419,0.547,0.32,0.227,0.364,0.196,0.096,0.05
Alec Skender,Sr,SIUE,INF,243,0.433,52.996,18.247,0.933,0.44,0.493,0.386,0.107,0.42,0.091,0.086,0.008
Richard Slenker,Sr,Yale,INF,218,0.433,47.544,16.37,0.923,0.45,0.473,0.342,0.131,0.386,0.128,0.124,0.018
Trevor Mccauley,Jr,Niagara,OF,178,0.433,38.82,13.366,0.944,0.444,0.5,0.367,0.133,0.482,0.219,0.067,0.011
Jon Rosoff,Jr,Army West Point,INF,238,0.433,51.906,17.872,0.912,0.458,0.454,0.362,0.092,0.408,0.109,0.122,0.008
Colton Thomas,Jr,South Alabama,OF,126,0.433,27.48,9.462,0.942,0.437,0.505,0.327,0.178,0.414,0.222,0.135,0.032
Drew Wiss,So,Air Force,OF,181,0.433,39.475,13.592,0.923,0.442,0.481,0.357,0.124,0.482,0.221,0.11,0.0
Jake Stone,Sr,Fresno St.,OF,282,0.433,61.502,21.176,0.965,0.415,0.55,0.332,0.218,0.366,0.145,0.131,0.039
Jesse Berardi,Jr,St. John's (NY),INF,271,0.433,59.103,20.35,0.927,0.465,0.462,0.356,0.106,0.404,0.129,0.14,0.015
Brian Lees,Sr,Southeast Mo. St.,C,228,0.433,49.725,17.121,0.944,0.425,0.519,0.326,0.193,0.361,0.123,0.105,0.018
Brandon Raquet,Fr,William & Mary,OF,212,0.432,46.041,15.725,0.935,0.429,0.506,0.337,0.169,0.467,0.255,0.132,0.014
Levi Borders,Sr,South Fla.,C,269,0.432,58.42,19.953,0.942,0.442,0.5,0.333,0.167,0.394,0.186,0.141,0.026
Aaron Dodson,Sr,Baylor,C,215,0.432,46.693,15.948,0.982,0.395,0.587,0.344,0.243,0.432,0.256,0.07,0.051
Zach Reks,Sr,Kentucky,OF,304,0.432,66.021,22.549,0.922,0.451,0.471,0.352,0.119,0.382,0.086,0.138,0.01
Jackson Boyce,Sr,Purdue Fort Wayne,INF,238,0.432,51.688,17.654,0.92,0.441,0.479,0.318,0.161,0.38,0.168,0.168,0.017
Cage Cox,Fr,Alabama St.,OF,242,0.431,52.335,17.729,0.956,0.409,0.547,0.35,0.197,0.38,0.132,0.083,0.029
Tyler Mildenberg,Sr,Dixie St.,INF,236,0.431,51.037,17.289,0.971,0.428,0.543,0.367,0.176,0.391,0.114,0.11,0.025
Daniel Mcfarland,Jr,Eastern Ky.,OF,222,0.431,48.01,16.264,0.944,0.428,0.516,0.363,0.153,0.398,0.113,0.081,0.023
Jonathan Pryor,Sr,Wake Forest,OF,312,0.431,67.473,22.857,0.921,0.442,0.479,0.354,0.125,0.422,0.157,0.115,0.013
Luke Burch,Sr,Kent St.,OF,263,0.431,56.876,19.267,0.926,0.437,0.489,0.35,0.139,0.411,0.152,0.129,0.015
Logan Warmoth,Jr,North Carolina,INF,307,0.431,66.392,22.491,0.958,0.404,0.554,0.336,0.218,0.373,0.153,0.091,0.033
Chris Kwitzer,Sr,Buffalo,INF,173,0.431,37.413,12.674,0.938,0.428,0.51,0.348,0.162,0.442,0.22,0.098,0.023
Chandler Taylor,So,Alabama,OF,225,0.431,48.659,16.484,0.997,0.396,0.601,0.282,0.319,0.343,0.307,0.142,0.071
Dan Swain,Sr,Siena,OF,236,0.431,51.037,17.289,0.957,0.403,0.554,0.319,0.235,0.361,0.178,0.097,0.038
Joe Provenzano,Jr,McNeese,INF,254,0.431,54.93,18.608,0.931,0.433,0.498,0.336,0.162,0.409,0.189,0.118,0.024
Nick Fanneron,Sr,Northeastern,INF,110,0.431,23.789,8.059,0.955,0.427,0.528,0.292,0.236,0.3,0.145,0.155,0.045
Matt Vierling,So,Notre Dame,OF,252,0.43,54.267,18.231,0.958,0.409,0.549,0.33,0.219,0.372,0.159,0.091,0.028
Kacy Clemens,Sr,Texas,P,267,0.43,57.497,19.316,0.951,0.419,0.532,0.305,0.227,0.34,0.187,0.15,0.045
Brett Johnson,Sr,James Madison,INF,195,0.43,41.992,14.107,0.983,0.4,0.583,0.301,0.282,0.299,0.144,0.144,0.056
Dustin Woodcock,Jr,SIUE,OF,236,0.43,50.821,17.073,0.952,0.432,0.52,0.33,0.19,0.408,0.216,0.106,0.025
Joseph Estrada,Jr,Alabama St.,OF,200,0.43,43.069,14.469,0.968,0.415,0.553,0.276,0.277,0.292,0.195,0.145,0.055
Michael Ketchmark,Sr,Dartmouth,INF,167,0.43,35.963,12.082,0.952,0.425,0.527,0.329,0.198,0.347,0.114,0.114,0.03
Jameson Hannah,So,DBU,OF,309,0.429,66.258,22.071,0.944,0.414,0.53,0.328,0.202,0.366,0.146,0.11,0.029
Matt Mccann,Sr,Fairleigh Dickinson,INF,212,0.429,45.459,15.143,0.904,0.453,0.451,0.379,0.072,0.423,0.104,0.108,0.0
Nick Angelini,So,Bryant,OF,252,0.429,54.036,18.0,0.937,0.425,0.512,0.318,0.194,0.357,0.147,0.135,0.024
Greg Lambert,Jr,Southern Ill.,OF,253,0.429,54.25,18.071,0.966,0.415,0.551,0.329,0.222,0.36,0.146,0.095,0.028
Taylor Hawthorne,Jr,Jacksonville St.,INF,179,0.429,38.383,12.786,0.935,0.419,0.516,0.342,0.174,0.382,0.128,0.117,0.017
Cade Jones,Jr,Northwestern St.,OF,170,0.429,36.453,12.143,0.929,0.429,0.5,0.306,0.194,0.396,0.224,0.159,0.018
Jack Owens,So,Virginia Tech,INF,271,0.429,58.11,19.357,0.928,0.424,0.504,0.358,0.146,0.413,0.151,0.066,0.018
Caleb Stayton,Sr,Ball St.,C,209,0.429,44.816,14.929,0.905,0.469,0.436,0.331,0.105,0.362,0.12,0.177,0.014
Brandon Gum,Sr,Maryland,INF,249,0.429,53.393,17.786,0.914,0.446,0.468,0.338,0.13,0.401,0.165,0.137,0.02
Wade Bailey,Jr,Georgia Tech,INF,274,0.429,58.753,19.571,0.95,0.412,0.538,0.347,0.191,0.376,0.109,0.099,0.022
Phil Caulfield,Sr,LMU (CA),INF,255,0.428,54.446,17.981,0.924,0.447,0.477,0.362,0.115,0.4,0.118,0.118,0.012
Darian Carpenter,Sr,VCU,INF,259,0.428,55.3,18.263,0.965,0.398,0.567,0.262,0.305,0.296,0.243,0.131,0.058
Dane Giesler,Jr,Indiana St.,INF,236,0.428,50.389,16.641,0.979,0.386,0.593,0.291,0.302,0.331,0.25,0.102,0.072
Lars Nootbaar,So,Southern California,INF,240,0.428,51.243,16.923,0.939,0.429,0.51,0.313,0.197,0.34,0.138,0.15,0.029
Brennon Anderson,Jr,BYU,INF,303,0.428,64.694,21.365,0.934,0.422,0.512,0.346,0.166,0.41,0.178,0.106,0.02
Joey Morgan,Jr,Washington,C,220,0.428,46.973,15.513,0.945,0.445,0.5,0.324,0.176,0.372,0.159,0.136,0.023
Cullen Large,Jr,William & Mary,INF,259,0.428,55.3,18.263,0.932,0.425,0.507,0.338,0.169,0.38,0.143,0.1,0.023
Charlie Madden,Sr,Mercer,C,255,0.428,54.446,17.981,0.99,0.396,0.594,0.278,0.316,0.302,0.224,0.137,0.067
Matt Winaker,Jr,Stanford,INF,267,0.428,57.008,18.827,0.941,0.427,0.514,0.308,0.206,0.325,0.135,0.157,0.034
Cam Disarcina,Sr,Merrimack,INF,192,0.428,40.994,13.538,0.956,0.417,0.539,0.335,0.204,0.373,0.141,0.089,0.016
Nelson Mompierre,Jr,Missouri,C,118,0.427,25.086,8.212,0.934,0.424,0.51,0.327,0.183,0.368,0.161,0.144,0.034
Charlie Yorgen,Sr,East Carolina,INF,275,0.427,58.464,19.139,0.916,0.433,0.483,0.339,0.144,0.371,0.105,0.105,0.018
Corey Joyce,Fr,N.C. Central,INF,218,0.427,46.346,15.172,0.935,0.422,0.513,0.344,0.169,0.375,0.124,0.092,0.023
Kevin Milam,Fr,Saint Mary's (CA),P,249,0.427,52.937,17.33,0.961,0.414,0.547,0.313,0.234,0.327,0.157,0.092,0.048
Troy Scocca,Sr,Fairfield,OF,232,0.427,49.323,16.147,0.942,0.405,0.537,0.33,0.207,0.351,0.116,0.108,0.03
Anthony Rinaldi,Sr,Lehigh,OF,124,0.427,26.362,8.63,0.944,0.411,0.533,0.346,0.187,0.386,0.137,0.089,0.024
Sam Fragale,Jr,Virginia Tech,INF,250,0.427,53.149,17.399,1.003,0.388,0.615,0.31,0.305,0.319,0.2,0.084,0.06
Matt Albert,Jr,Eastern Ill.,C,239,0.427,50.811,16.634,0.965,0.389,0.576,0.273,0.303,0.362,0.331,0.113,0.067
Luis Trevino,Jr,Abilene Christian,C,248,0.427,52.724,17.26,0.932,0.423,0.509,0.366,0.143,0.396,0.105,0.073,0.016
Hunter Mercado-Hood,Sr,San Diego,OF,255,0.427,54.212,17.747,0.94,0.404,0.536,0.314,0.222,0.312,0.078,0.11,0.035
Cornelius Copeland,Sr,Jackson St.,INF,247,0.427,52.511,17.19,0.894,0.453,0.441,0.33,0.111,0.39,0.121,0.113,0.0
Ryan Long,Sr,Texas Tech,INF,219,0.427,46.559,15.242,0.913,0.438,0.475,0.322,0.153,0.37,0.151,0.146,0.023
Wells Davis,So,South Alabama,INF,254,0.427,54.0,17.678,0.953,0.421,0.532,0.293,0.239,0.329,0.22,0.157,0.055
Ryan Stekl,Jr,Canisius,INF,246,0.427,52.299,17.121,0.929,0.439,0.49,0.333,0.157,0.375,0.138,0.13,0.016
Tony Rosselli,Sr,Indiana St.,OF,217,0.427,46.134,15.103,0.984,0.382,0.602,0.328,0.274,0.405,0.249,0.078,0.046
Richie Palacios,So,Towson,INF,245,0.427,52.086,17.051,0.931,0.429,0.502,0.338,0.164,0.347,0.073,0.09,0.02
Steven Cohen,Jr,Lafayette,INF,212,0.426,44.876,14.56,0.944,0.41,0.534,0.331,0.203,0.415,0.208,0.085,0.024
Brandon Elmy,Jr,Furman,INF,240,0.426,50.804,16.484,0.959,0.4,0.559,0.341,0.218,0.358,0.133,0.067,0.046
Trey Hair,Sr,Evansville,INF,259,0.426,54.825,17.788,0.934,0.436,0.498,0.297,0.201,0.365,0.208,0.143,0.027
Jake Mccarthy,So,Virginia,OF,279,0.426,59.059,19.162,0.925,0.419,0.506,0.338,0.168,0.379,0.125,0.093,0.018
Shane Selman,So,McNeese,OF,230,0.426,48.687,15.797,0.98,0.365,0.615,0.333,0.282,0.343,0.157,0.035,0.061
Garrison Schwartz,Jr,Grand Canyon,OF,243,0.426,51.439,16.69,0.946,0.416,0.53,0.303,0.227,0.34,0.169,0.132,0.033
Keaton Wright,Sr,SIUE,INF,236,0.426,49.957,16.209,0.945,0.407,0.538,0.317,0.221,0.34,0.157,0.119,0.051
Bryan Arias,So,UTSA,INF,260,0.426,55.037,17.857,0.955,0.392,0.563,0.323,0.24,0.366,0.181,0.092,0.042
Matt Lloyd,Jr,Indiana,INF,223,0.426,47.205,15.316,0.953,0.399,0.554,0.301,0.253,0.382,0.269,0.126,0.049
Ryan Tufts,Sr,Virginia Tech,INF,268,0.426,56.731,18.407,0.944,0.414,0.53,0.307,0.223,0.35,0.164,0.112,0.034
Leland Saile,Sr,Navy,OF,225,0.425,47.422,15.247,0.942,0.413,0.529,0.319,0.21,0.325,0.116,0.102,0.04
Tristen Gagan,Jr,Southeast Mo. St.,INF,251,0.425,52.902,17.009,0.961,0.394,0.567,0.298,0.269,0.302,0.155,0.116,0.052
Davis Wendzel,Fr,Baylor,INF,193,0.425,40.678,13.079,0.944,0.415,0.529,0.301,0.228,0.309,0.114,0.155,0.041
Gabe Snyder,Jr,Wright St.,INF,260,0.425,54.799,17.619,0.955,0.385,0.57,0.289,0.281,0.319,0.188,0.1,0.05
Landon Kay,Jr,Furman,OF,235,0.425,49.53,15.925,0.954,0.404,0.55,0.332,0.218,0.36,0.162,0.094,0.047
Cody Miller,Jr,Wofford,C,120,0.425,25.292,8.132,0.988,0.367,0.621,0.282,0.339,0.306,0.258,0.092,0.083
Tim Millard,So,DBU,INF,285,0.425,60.068,19.313,0.95,0.407,0.543,0.308,0.235,0.331,0.161,0.151,0.042
Dillan Shrum,Fr,Nevada,INF,135,0.425,28.453,9.148,0.88,0.467,0.413,0.317,0.096,0.397,0.2,0.089,0.015
Drew Avans,Jr,Southeastern La.,OF,273,0.425,57.539,18.5,0.896,0.454,0.442,0.312,0.13,0.401,0.205,0.161,0.015
Justin Drpich,Fr,Binghamton,INF,107,0.425,22.552,7.251,0.972,0.374,0.598,0.33,0.268,0.329,0.103,0.065,0.047
Brett Netzer,Jr,Charlotte,INF,279,0.424,58.548,18.651,0.932,0.423,0.509,0.342,0.167,0.364,0.097,0.104,0.018
Sean Bouchard,Jr,UCLA,INF,254,0.424,53.302,16.98,0.952,0.429,0.523,0.306,0.217,0.341,0.185,0.102,0.035
Brian Miller,Jr,North Carolina,INF,314,0.424,65.893,20.991,0.922,0.42,0.502,0.343,0.159,0.371,0.111,0.121,0.022
Calvin Scott,Jr,Delaware,OF,220,0.424,46.167,14.707,0.909,0.436,0.473,0.332,0.141,0.443,0.227,0.127,0.014
Louis Mele,Sr,New York Tech,INF,151,0.424,31.687,10.094,0.909,0.45,0.459,0.341,0.118,0.396,0.146,0.086,0.013
Andrew Martinez,Sr,San Diego St.,INF,226,0.424,47.426,15.108,0.933,0.398,0.535,0.32,0.215,0.368,0.177,0.075,0.035
Danny Sheehan,Sr,San Diego St.,INF,302,0.424,63.375,20.189,0.928,0.424,0.504,0.344,0.16,0.361,0.099,0.089,0.023
James Morisano,Jr,Saint Louis,C,210,0.424,44.068,14.038,0.964,0.386,0.578,0.316,0.262,0.348,0.205,0.076,0.057
Chad Crosbie,Fr,UC San Diego,OF,105,0.424,22.034,7.019,0.925,0.419,0.506,0.322,0.184,0.433,0.248,0.133,0.019
Brian Dudek,Sr,Buffalo,INF,213,0.423,44.503,14.044,0.92,0.423,0.497,0.324,0.173,0.38,0.164,0.146,0.019
Tyler Lawrence,Sr,Murray St.,C,266,0.423,55.576,17.538,0.929,0.429,0.5,0.292,0.208,0.323,0.177,0.15,0.038
Collin Harris,Jr,Tennessee Tech,OF,217,0.423,45.339,14.308,0.947,0.392,0.555,0.325,0.23,0.416,0.258,0.097,0.046
Caleb Webster,Fr,UNC Greensboro,INF,223,0.423,46.592,14.703,0.93,0.413,0.517,0.383,0.134,0.402,0.076,0.063,0.004
Dylan Burdeaux,Sr,Southern Miss.,INF,349,0.423,72.918,23.011,0.939,0.404,0.535,0.337,0.198,0.367,0.14,0.086,0.034
Francisco Rodriguez,Jr,Tarleton St.,OF,210,0.423,43.876,13.846,0.949,0.386,0.563,0.326,0.237,0.378,0.181,0.048,0.029
Josh Rojas,Sr,Hawaii,INF,206,0.423,43.04,13.582,0.939,0.398,0.541,0.294,0.247,0.306,0.092,0.136,0.024
Andrew Kendrick,Jr,Youngstown St.,INF,216,0.423,45.13,14.242,0.977,0.394,0.583,0.273,0.31,0.293,0.264,0.093,0.079
Brady Bate,Jr,San Francisco,OF,136,0.422,28.29,8.842,0.913,0.404,0.509,0.277,0.232,0.391,0.287,0.074,0.029
Dane Tofteland,So,Indiana St.,INF,111,0.422,23.09,7.217,0.961,0.405,0.556,0.289,0.267,0.333,0.234,0.144,0.054
Chris Kersey,Jr,Lehigh,INF,136,0.422,28.29,8.842,0.928,0.419,0.509,0.315,0.194,0.33,0.11,0.14,0.029
Logan Busch,Jr,North Dakota St.,OF,232,0.422,48.26,15.084,0.891,0.444,0.447,0.303,0.144,0.391,0.203,0.155,0.013
Phillip Williams,Sr,Southern U.,INF,155,0.422,32.243,10.078,0.879,0.452,0.427,0.339,0.088,0.429,0.168,0.161,0.0
Matthew Barefoot,Fr,Campbell,OF,260,0.422,54.085,16.905,0.937,0.4,0.537,0.335,0.202,0.366,0.146,0.085,0.031
Alex Mckenna,So,Cal Poly,OF,263,0.422,54.709,17.1,0.909,0.426,0.483,0.356,0.127,0.422,0.171,0.08,0.019
Ben Breazeale,Sr,Wake Forest,C,270,0.422,56.165,17.555,0.947,0.407,0.54,0.333,0.207,0.354,0.144,0.1,0.041
Kyle Davis,Jr,West Virginia,OF,274,0.422,56.997,17.815,0.938,0.412,0.526,0.316,0.21,0.356,0.172,0.128,0.036
Danny Edgeworth,Sr,Mercer,INF,258,0.422,53.669,16.775,0.945,0.426,0.519,0.332,0.187,0.373,0.159,0.124,0.031
Pierre Le Dorze,Jr,Cornell,OF,115,0.422,23.922,7.477,0.92,0.4,0.52,0.324,0.196,0.413,0.217,0.07,0.017
Josh Stowers,So,Louisville,OF,248,0.421,51.361,15.897,0.922,0.415,0.507,0.313,0.194,0.345,0.133,0.125,0.024
Anthony Brocato,Jr,St. John's (NY),OF,213,0.421,44.113,13.654,0.949,0.399,0.55,0.317,0.233,0.336,0.136,0.089,0.038
Michael Patrick,Sr,Morehead St.,OF,187,0.421,38.728,11.987,0.911,0.417,0.494,0.301,0.193,0.368,0.225,0.128,0.043
Spencer Ibarra,Sr,Ohio,OF,275,0.421,56.953,17.628,0.946,0.404,0.542,0.325,0.217,0.337,0.127,0.08,0.044
Austin Langham,Sr,Fla. Atlantic,INF,257,0.421,53.225,16.474,0.898,0.436,0.462,0.332,0.13,0.358,0.101,0.14,0.019
Danny Rodriguez,So,Bethune-Cookman,INF,249,0.421,51.569,15.962,0.949,0.394,0.555,0.33,0.225,0.366,0.177,0.056,0.044
Nelson Maldonado,So,Florida,INF,264,0.421,54.675,16.923,0.88,0.447,0.433,0.299,0.134,0.31,0.095,0.201,0.023
Tristan Gray,Jr,Rice,INF,208,0.421,43.077,13.333,0.939,0.399,0.54,0.312,0.228,0.341,0.163,0.115,0.038
Jonathan Ortega,So,Texas St.,INF,272,0.421,56.332,17.436,0.917,0.415,0.502,0.339,0.163,0.352,0.085,0.099,0.022
Orlando Garcia,Jr,Texas Tech,INF,250,0.421,51.776,16.026,0.95,0.4,0.55,0.305,0.245,0.37,0.248,0.104,0.052
Hunter Owens,Sr,Little Rock,OF,250,0.421,51.776,16.026,0.918,0.404,0.514,0.329,0.185,0.419,0.224,0.1,0.024
Zach Jarrett,Sr,Charlotte,INF,270,0.421,55.918,17.308,0.945,0.396,0.549,0.342,0.207,0.352,0.137,0.067,0.048
Drew Labounty,Jr,South Alabama,INF,259,0.421,53.64,16.603,0.896,0.452,0.444,0.301,0.143,0.333,0.124,0.193,0.015
Tanner Kirwer,Jr,Niagara,OF,231,0.421,47.841,14.808,0.898,0.429,0.469,0.335,0.134,0.387,0.134,0.113,0.009
R.J. Thompson,Sr,Cincinnati,OF,261,0.421,54.054,16.731,0.914,0.421,0.493,0.35,0.143,0.383,0.111,0.119,0.015
Christ Conley,Sr,Canisius,C,222,0.42,45.773,14.027,0.879,0.459,0.42,0.299,0.121,0.328,0.113,0.153,0.014
Matt Morrow,Jr,Wright St.,INF,280,0.42,57.732,17.692,0.912,0.425,0.487,0.333,0.154,0.362,0.125,0.125,0.018
Robert Henry,Sr,Brown,OF,167,0.42,34.433,10.552,0.907,0.425,0.482,0.317,0.165,0.383,0.18,0.12,0.018
